Gene name	NCBI gene ID	KEGG Pathway and Enzyme ID
CD52	1043	
POMT1	10585	
ZDHHC9	51114	
ARMCX5	64860	
HRG	3273	
SCAMP1	9522	
C4orf3	401152	
GGNBP2	79893	
UBXN11	91544	
GPRASP1	9737	
IFNL4	101180976	
RPL35	11224	
PPFIBP1	8496	
LBR	3930	
NUMBL	9253	
ARHGEF17	9828	
NCF1	653361	
BRD4	23476	
VPS9D1	9605	
DEFB104B	503618	
GPRASP2	100528062	
GPRASP2	114928	
MMP27	64066	
WDR38	401551	
IFNL2	282616	
WDR47	22911	
CKAP5	9793	
TAS2R5	54429	
NBPF9	400818	
ZMYND19	116225	
FMNL3	91010	
FAM135B	51059	
POMT1	10585	00515+2.4.1.109
POMT1	10585	00514+2.4.1.109
PFKFB1	5207	00051+2.7.1.105+3.1.3.46
ARPC5L	81873	
MSX2	4488	
TRIM42	287015	
IFNL1	282618	
LRFN1	57622	
TMBIM6	7009	
ZFP69B	65243	
KNG1	3827	
ZNF583	147949	
KIAA2012	100652824	
FFAR3	2865	
HTR3D	200909	
PRSS37	136242	
ILKAP	80895	04658+3.1.3.16
ILKAP	80895	04660+3.1.3.16
ALMS1	7840	
GPR42	2866	
RARS2	57038	00970+6.1.1.19
AP3S1	1176	
HMGB1	3146	
ECSCR	641700	
DHRS12	79758	
GPRC5A	9052	
DNAJC18	202052	
DRD1	1812	
HTR3C	170572	
TBCCD1	55171	
ENAH	55740	
LRRC4	64101	
ATG12	9140	
DEFB106B	503841	
WDFY2	115825	
ABCB7	22	
ZFP69	339559	
DEFB105B	504180	
DEFB105B	245908	
LHFPL2	10184	
CDC16	8881	
FETUB	26998	
AL162377.3		
TMEM272	283521	
SRP9	6726	
AC142391.1		
SND1	27044	
POGZ	23126	
NBPF19	101060226	
NBPF19	100996717	
ANHX	647589	
AC068631.2		
PCP4L1	654790	
ZNF737	100129842	
TAOK1	57551	
PPIAL4C	653598	
ABO	28	
CEP120	153241	
EPHX1	2052	
MPZ	4359	
BAZ1A	11177	
AC104151.1		
SURF6	6838	
ZNF626	199777	
CAPS2	84698	
CAPZB	832	
COQ8B	79934	
SLC15A3	51296	
KIF9	64147	
ZNF66	7617	
TMEM243	79161	
HIST2H2BF	440689	
FCGR1A	2209	
ITPKC	80271	
POLR3E	55718	
PROSER3	148137	
KLHL18	23276	
TMEM109	79073	
C19orf54	284325	
BSG	682	
GLIPR1L1	256710	
HIST2H3D	653604	
MYL2	4633	
TMEM132A	54972	
GPRC5D	55507	
SEMA4F	10505	
HIST2H4A	8370	
TUBGCP6	85378	
HK1	3098	00524+2.7.1.1
HK1	3098	00500+2.7.1.1
HK1	3098	00520+2.7.1.1
HK1	3098	00521+2.7.1.1
HK1	3098	00052+2.7.1.1
HK1	3098	00010+2.7.1.1
HK1	3098	00051+2.7.1.1
TMEM63A	9725	
HK1	3098	
HIST2H3C	126961	
C1orf159	54991	
HEBP1	50865	
SNRPA	6626	
RBP5	83758	
ARL4C	10123	
FABP2	2169	
AGPAT4	56895	00564+2.3.1.51
AGPAT4	56895	00561+2.3.1.51
AGPAT4	56895	
TMEM263	90488	
CUX2	23316	
CNTNAP4	85445	
C1RL	51279	
SDHC	6391	
NBL1	100532736	
NBL1	4681	
TAF13	6884	
PHETA1	144717	
MTERF2	80298	
TMEM167B	56900	
LMNA	4000	
HIST2H2AA3	8337	
PYCR2	29920	00330+1.5.1.2
CFAP126	257177	
CGN	57530	
PYCR2	29920	
HIST2H2AA4	723790	
CCDC71L	168455	
HIST2H4B	554313	
RAC3	5881	
MPND	84954	
DEPDC5	9681	
PRSS36	146547	
LEFTY1	10637	
AC022335.1		
DMBT1	1755	
HIST2H3A	333932	
AL117348.2		00330+1.5.1.2
MINOS1-NBL1		
LEP	3952	
HIST2H2BE	8349	
RGL3	57139	
HIST2H2AC	8338	
ZNF667	63934	
NADSYN1	55191	00760+6.3.5.1
NADSYN1	55191	00760+6.3.1.5
BOLA1	51027	
MINOS1	440574	
NADSYN1	55191	
LEFTY2	7044	
HIST2H2AB	317772	
SLCO1B3	28234	
TRMT10A	93587	
C9orf131	138724	
RUFY1	80230	
SDE2	163859	
SUSD1	64420	
TBC1D12	23232	
HSPA6	3310	
MTTP	4547	
CRY1	1407	
CHURC1	91612	
SLCO1B1	10599	
HTR3E	285242	
H3F3A	3020	
C1R	715	
ALDH3A2	224	
FCGR3A	2214	
EPOR	2057	
AC011604.2		
FNTB	100529261	00900+2.5.1.58
FNTB	2342	00900+2.5.1.58
AGL	178	00500+2.4.1.25
LIPC	3990	00561+3.1.1.3
SUMO1	7341	
HELLS	3070	
ACBD3	64746	
PON3	5446	00363+3.1.1.2
CD177	57126	
PLCD4	84812	00562+3.1.4.11
PLCD4	84812	04070+3.1.4.11
SV2A	9900	
SLCO1B7	338821	
ARHGAP15	55843	
C1orf194	127003	
MIXL1	83881	
PON3	5446	
UPP1	7378	00240+2.4.2.1
UPP1	7378	00760+2.4.2.1
UPP1	7378	00230+2.4.2.1
SVOPL	136306	
FCGR2A	9103	
FCGR2A	2212	
KIAA1324	57535	
SF3B4	10262	
OSTM1	28962	
PLCD4	84812	
UPP1	7378	00983+2.4.2.3
UPP1	7378	00240+2.4.2.3
ROBO3	64221	
GCGR	2642	
UPP1	7378	
DRAXIN	374946	
SH2B3	10019	
MAX	4149	
FCGR2C		
RSRC2	65117	
ALDH1A2	8854	
GTF2IRD2	84163	
HMGB4	127540	
RBM28	55131	
ETS2	2114	
HAVCR2	84868	
NIF3L1	60491	
KIF21A	55605	
FAM71B	153745	
HIKESHI	51501	
PRXL2C	195827	
ITK	3702	
PDE8A	5151	
CALR3	125972	
AQP9	366	
CHURC1-FNTB	100529261	
ITK	3702	04660+2.7.10.2
FP565260.4		
UNC13A	23025	
CHURC1-FNTB	100529261	00900+2.5.1.58
COL20A1	57642	
GPX2	2877	
PIP4P1	90809	04070+3.1.3.78
HCN2	610	
AGL	178	
MAP2K5	5607	
MED7	9443	
BTBD11	121551	
IGHV4-31		
ATXN2	6311	
FURIN	5045	
RAB15	376267	
CHERP	10523	
MAP9	79884	
FCGR3B	2215	
FP565260.3	102723996	
AC008764.1		
WNT2	7472	
AMELY	266	
EPHA10	284656	
NPY2R	4887	
DEFB107B	503614	
DEFB107B	245910	
TRUB1	142940	
ANKRD55	79722	
PRR23D1	100133251	
PRR23D1	100131608	
MED26	9441	
AL772284.2		
QRICH1	54870	
BCKDHB	594	
GOLGA1	2800	
RBM25	58517	
GCKR	2646	00520+4.2.1.126
KLLN	100144748	
GCKR	2646	
SFXN1	94081	
MON1B	22879	
ARSB	411	
DMTF1	9988	
KNTC1	9735	
PTEN	5728	00562+3.1.3.67
PTEN	5728	04070+3.1.3.67
PTEN	5728	04658+3.1.3.16
PTEN	5728	04660+3.1.3.16
CRY2	1408	
PTEN	5728	
CSMD2	114784	
TEX101	83639	
KIAA1210	57481	
MTMR11	10903	
SCAI	286205	
AC134684.11		
SYCE1L	100130958	
MPPE1	65258	
AC134684.8		
PACRG	135138	
ADAMTS18	170692	
AC134684.9		
APEX1	328	
USP11	8237	
PGRMC1	10857	
AC073111.3		
ZNF775	285971	
PWP1	11137	
AC073111.5		
ATRNL1	26033	
NABP1	64859	
IL6ST	3572	
PRKN	5071	
LUC7L	55692	
C2orf16	84226	
LIN9	286826	
REPIN1	29803	
ZNF510	22869	
NR2E1	7101	
PER2	8864	
GAR1	54433	
FCGR2B	2213	
AC084121.9		
OTUD7B	56957	
PRRT4	401399	
LYPD3	27076	
ZNF471	57573	
SLC25A43	203427	
SMIM7	79086	
HES6	55502	
SNX3	8724	
ORC3	23595	
PRDM4	11108	
GALNTL6	442117	
APPBP2	10513	
TYRO3	7301	
HRH2	3274	
ZNF782	158431	
PPM1M	132160	04658+3.1.3.16
PPM1M	132160	04660+3.1.3.16
ZFP28	140612	
AKIRIN2	55122	
KCNJ3	3760	
TRMT9B	57604	
PHLDB3	653583	
AC084121.11		
GNAL	2774	
ZNF470	388566	
MMP8	4317	
UPF3A	65110	
PIK3CG	5294	05165+2.7.1.153
PIK3CG	5294	04151+2.7.1.153
PIK3CG	5294	00562+2.7.1.153
PIK3CG	5294	04070+2.7.1.153
PIK3CG	5294	04150+2.7.1.153
PARP1	142	
RANBP2	5903	
AKAP8L	26993	
MED22	6837	
PIK3CG	5294	
GLIPR1L2	144321	
CHMP1B	57132	
FAM149A	25854	
STUM	375057	
CPLX2	10814	
FCRLA	84824	
ZNF71	58491	
SLC35E1	79939	
SEMA4A	64218	
AFG1L	246269	
SMIM17	147670	
GALNT7	51809	
PRR26	414235	
ITPKB	3707	
SPACA1	81833	
AC084121.6		
APEX2	27301	
NAT8	9027	
AC008764.4		
ZNF575	284346	
ANTXR1	84168	
TUFT1	7286	
AKAP8	10270	
CPSF6	11052	
THOC3	84321	
PSEN2	5664	
ETHE1	23474	
GLIPR1	11010	
DIP2C	22982	
DZIP1	22873	
BHLHB9	100528062	
BHLHB9	80823	
EFCAB5	374786	
FCRLB	127943	
ZFAND2A	90637	
C19orf44	84167	
FOXO3	2309	
DCXR	51181	
COL22A1	169044	
DUSP12	11266	
CNR1	1268	
CLDN10	9071	
SLC25A5	292	
GJA3	2700	
ALAS2	212	00860+2.3.1.37
ALAS2	212	00260+2.3.1.37
CDT1	81620	
AC084121.12		
USPL1	10208	
KRR1	11103	
HEXIM1	10614	
EPHX2	2053	
ALAS2	212	
RRH	10692	
ZNF835	90485	
AC084121.8		
ATF6	22926	
NAT8B	51471	
PDE5A	8654	
HEXIM2	124790	
OLFML2B	25903	
RNLS	55328	
SLC25A44	9673	
TMEM247	388946	
AC084121.7		
LRIT3	345193	
HCAR3	8843	
CACNA1B	774	
HCAR2	338442	
AC084121.5	112268393	
AC084121.5	112268392	
AC084121.5	112268391	
POLQ	10721	00240+2.7.7.7
POLQ	10721	00230+2.7.7.7
VPS45	11311	
AC084121.13		
MMP1	4312	
LIPJ	142910	
AL512785.2		
XRCC1	7515	
C1orf226	400793	
L34079.1		
SPATA46	284680	
AASDH	132949	
C10orf120	399814	
CORO6	84940	
MMP10	4319	
IRGQ	126298	
SNX27	81609	
COQ8A	56997	
ALOX5AP	241	
SPAG9	9043	
CXorf56	63932	
PINLYP	390940	
NOS1AP	9722	
MAPK8IP1	9479	
CHD8	57680	
BGLAP	632	
ASCL4	121549	
TMEM242	729515	
HES3	390992	
SH2D1B	117157	
MIA	8190	
MMP3	4314	
OR9A4	130075	
TAS2R38	5726	
GLYCTK	132158	
HK2	3099	00524+2.7.1.1
HK2	3099	00500+2.7.1.1
HK2	3099	00520+2.7.1.1
HK2	3099	00521+2.7.1.1
HK2	3099	00052+2.7.1.1
HK2	3099	00010+2.7.1.1
HK2	3099	00051+2.7.1.1
UHMK1	127933	05165+2.7.11.1
UHMK1	127933	04150+2.7.11.1
UHMK1	127933	04926+2.7.11.1
UHMK1	127933	04714+2.7.11.1
UHMK1	127933	04151+2.7.11.1
ZIM2	23619	
DPP10	57628	
ARMC2	84071	
NPIPB5	100132247	
RAB4B	53916	
WDR82	80335	
RGS22	26166	
C19orf25	148223	
WSCD2	9671	
PAQR6	79957	
EGLN2	112398	
NOP58	51602	
CLEC5A	23601	
CDR2	1039	
L3MBTL2	83746	
UAP1	6675	
CMKLR1	1240	
APC2	10297	
CCDC163	126661	
PIGT	51604	
TPRKB	51002	
MFSD14A	64645	
GIT1	28964	
RAB4B-EGLN2		
EHMT1	79813	00310+2.1.1.43
CHADL	150356	
MIA-RAB4B		
DNAH5	1767	
CELF3	11189	
EHMT1	79813	
CSRP3	8048	
CCDC70	83446	
GJB2	2706	
NUTM2G	441457	
PRDX1	5052	00480+1.11.1.15
CYP2A7	1549	00982+1.14.14.1
CYP2A7	1549	00380+1.14.14.1
CYP2A7	1549	00590+1.14.14.1
CYP2A7	1549	00071+1.14.14.1
CYP2A7	1549	00830+1.14.14.1
CYP2A7	1549	00627+1.14.14.1
CYP2A7	1549	00232+1.14.14.1
CYP2A7	1549	00591+1.14.14.1
CYP2A7	1549	00140+1.14.14.1
CYP2A7	1549	00980+1.14.14.1
RIIAD1	284485	
PRR23D2	100133251	
CYP2A7	1549	
FICD	11153	
PMF1-BGLAP	100527963	
MFSD14C	84278	
MMACHC	25974	
CYP2A6	1548	00982+1.14.14.1
CYP2A6	1548	00380+1.14.14.1
CYP2A6	1548	00590+1.14.14.1
CYP2A6	1548	00071+1.14.14.1
CYP2A6	1548	00830+1.14.14.1
CYP2A6	1548	00627+1.14.14.1
CYP2A6	1548	00232+1.14.14.1
CYP2A6	1548	00591+1.14.14.1
CYP2A6	1548	00140+1.14.14.1
CYP2A6	1548	00980+1.14.14.1
UNCX	340260	
CYP2A6	1548	
E2F8	79733	
DEFB107A	503614	
DEFB107A	245910	
PLEKHG6	55200	
AC008537.1		
DEFB105A	245908	
PMS2	5395	
GPR153	387509	
PON2	5445	
ARGFX	503582	
PMF1	11243	
PEG3	5178	
GFRA1	2674	
TP53I13	90313	
HCAR1	27198	
PON2	5445	00363+3.1.1.2
GRK4	2868	
ARRDC1	92714	
RELT	84957	
DENR	8562	
APRT	353	00230+2.4.2.7
ANKRD13B	124930	
APRT	353	
CPSF1	29894	
BCS1L	617	
FBXO40	51725	
FBN1	2200	
SESN1	27244	
UTP14A	10813	
RNGTT	8732	
SART3	9733	
RAB11FIP1	80223	
DDR2	4921	
MEDAG	84935	
FUS	2521	
EXO5	64789	
ABHD15	116236	
CCDC62	84660	
KRTAP5-7	440050	
AGTRAP	57085	
SLC35A3	23443	
KRTAP5-8	57830	
ZNF428	126299	
NAA11	84779	
HSD17B7	51478	
ZNF576	79177	
TTC39B	158219	
TEX26	122046	
KRTAP5-9	3846	
SRRM5	100170229	
NSRP1	84081	
PLEKHO1	51177	
CCDC190	339512	
ADCK5	203054	
DRC7	84229	
TDRKH	11022	
SASS6	163786	
GPN1	11321	
PGAM2	5224	00010+5.4.2.11
PGAM2	5224	00680+5.4.2.11
PGAM2	5224	00260+5.4.2.11
FAM153B	202134	
CRIPT	9419	
AC118553.2		
HIP1R	9026	
PDE1C	5137	00230+3.1.4.17
ATP6V1E2	90423	
GMFG	9535	
PPM1D	8493	04658+3.1.3.16
PPM1D	8493	04660+3.1.3.16
GATD3B	102724023	
PPM1D	8493	
LIPF	8513	00561+3.1.1.3
BRPF1	7862	
PDE1C	5137	
TCOF1	6949	
RGS4	5999	
PIGF	5281	
DEFB106A	245909	
AC139491.7		
ADGRG3	222487	
LYZ	4069	
SMG5	23381	
FP565260.1	102724159	
SLC4A1AP	22950	
PTPRCAP	5790	
SIGLEC1	6614	
RHOQ	23433	
PNRC1	10957	
ZNF142	7701	
FP565260.2		
SSH2	85464	
SRSF12	135295	
TMEM79	84283	
SUPT7L	9913	
GLMP	112770	
PM20D2	135293	
CORO1B	57175	
ZNF334	55713	
SLC25A36	55186	
CCDC121	79635	
GIMAP8	155038	
KLKB1	3818	
GABRR3	200959	
QKI	9444	
TACR2	6865	
TENM2	57451	
PPP6C	5537	04658+3.1.3.16
PPP6C	5537	04660+3.1.3.16
GABRR1	2569	
CYP4V2	285440	
OAZ3	51686	
VCP	7415	
IL7R	3575	
OCSTAMP	128506	
VPS37B	79720	
RGS5	8490	
VHLL	391104	
PTBP3	9991	
UPRT	139596	
ZNF512	84450	
SLC4A9	83697	
GABRR2	2570	
ZNF684	127396	
UBE2J1	51465	
ANP32E	81611	
EGF	1950	
MRPL9	65005	
ZNF33B	7582	
MAP1S	55201	
RRAGD	58528	
PHLDA1	22822	
RPS6KA1	6195	
ZNF157	7712	
DEFB104A	140596	
NUF2	83540	
NKD1	85407	
CA14	23632	00910+4.2.1.1
KIAA1841	84542	
CA14	23632	
BRAP	8315	
ZNF41	7592	
GIMAP7	168537	
GK2	2712	00561+2.7.1.30
RPS6KA1	6195	05165+2.7.11.1
RPS6KA1	6195	04150+2.7.11.1
RPS6KA1	6195	04926+2.7.11.1
RPS6KA1	6195	04714+2.7.11.1
RPS6KA1	6195	04151+2.7.11.1
TMEM26	219623	
GTDC1	79712	
SARS	6301	00970+6.1.1.11
LRRCC1	85444	
SH3GL1	6455	
RABEPK	10244	
C11orf94	143678	
ACAD10	80724	
GIMAP4	55303	
PBX1	5087	
ACSM4	341392	
PAGE2B	389860	
C6orf118	168090	
C2orf74	339804	
PAGE2	203569	
THUMPD2	80745	
SNX20	124460	
SCUBE3	222663	
MECP2	4204	
DBNL	28988	
SPSB4	92369	
HNRNPH1	3187	
TLE4	7091	
AREG	374	
HSPA5	3309	
ZDHHC15	158866	
ISCU	23479	
CELSR2	1952	
CAPSL	133690	
TMEM119	338773	
USP29	57663	
MAGEE2	139599	
POLRMT	5442	00230+2.7.7.6
POLRMT	5442	00240+2.7.7.6
SELPLG	6404	
POLRMT	5442	
LMX1A	4009	
DNAJC3	5611	
SLC10A6	345274	
AC002996.1		
TNFRSF1A	7132	
KAT6A	7994	
PBDC1	51260	
MAGEE1	57692	
RASGRP2	10235	
ALDH2	217	
SLC6A20	54716	
ABCB9	23457	
RXRG	6258	
CCDC81	60494	
APH1A	51107	
LRRC52	440699	
PDE10A	90632	
PDE10A	10846	
BHMT	635	
SLC3A2	6520	
KRTAP5-10	387273	
CASTOR2	729438	
DNAAF3	352909	
KRTAP5-11	440051	
ABHD10	55347	
DMGDH	29958	00260+2.1.2.10
DMGDH	29958	00670+2.1.2.10
FAM168A	23201	
MAPKAPK5	8550	
HHATL	57467	
DMGDH	29958	
KIAA1549	57670	
C1orf54	79630	
TMEM213	155006	
CCDC172	374355	
MGST3	4259	
PEX16	9409	
ZIM3	114026	
ARL6IP4	51329	
ABCA8	10351	
LINGO4	339398	
NR4A2	4929	
FUT8	2530	00513+2.4.1.68
FUT8	2530	00510+2.4.1.68
FUT8	2530	00533+2.4.1.68
DUXA	503835	
FUT8	2530	
BHMT2	23743	
GIMAP6	474344	
TPM1	7168	
CUZD1	50624	
ZNF264	9422	
MMP12	4321	
RIMS1	22999	
FAM104B	90736	
EPS8L1	54869	
GIMAP2	26157	
ALDH9A1	223	
FAM24B	196792	
RORC	6097	
CDKN2D	1032	
GJB6	10804	
TRIP12	9320	
SKOR1	390598	
KRBOX1	100506243	
C2CD4D	100191040	
CDC42BPA	8476	05165+2.7.11.1
CDC42BPA	8476	04150+2.7.11.1
CDC42BPA	8476	04926+2.7.11.1
CDC42BPA	8476	04714+2.7.11.1
CDC42BPA	8476	04151+2.7.11.1
AC006059.2		
THEM5	284486	
PSEN1	5663	
ATP6V0A4	50617	
THEM4	117145	
CCDC13	152206	
HSPA12B	116835	
METTL3	56339	
UCK2	7371	00240+2.7.1.48
UCK2	7371	00983+2.7.1.48
OGFOD2	79676	
ABCA9	10350	
AURKC	6795	05165+2.7.11.1
AURKC	6795	04150+2.7.11.1
AURKC	6795	04926+2.7.11.1
AURKC	6795	04714+2.7.11.1
AURKC	6795	04151+2.7.11.1
FBXO36	130888	
AC092042.3		
AURKC	6795	
RPL19	6143	
LARP4B	23185	
CORO1C	23603	
SPAG11A	653423	
HIGD1A	25994	
CHAMP1	283489	
SLC47A2	146802	
CYP8B1	1582	
AL583836.1		
ZNF678	339500	
TOX4	9878	
PTPRH	5794	
FAM198A	729085	
HCLS1	3059	
CYP2C18	1562	
PSRC1	84722	
CCDC138	165055	
CYP2B6	1555	00982+1.14.14.1
CYP2B6	1555	00380+1.14.14.1
CYP2B6	1555	00590+1.14.14.1
CYP2B6	1555	00071+1.14.14.1
CYP2B6	1555	00830+1.14.14.1
CYP2B6	1555	00627+1.14.14.1
CYP2B6	1555	00232+1.14.14.1
CYP2B6	1555	00591+1.14.14.1
CYP2B6	1555	00140+1.14.14.1
CYP2B6	1555	00980+1.14.14.1
TMCO1	54499	
CYP2C19	1557	
CYP2B6	1555	
INPP4A	3631	04070+3.1.3.66
INPP4A	3631	00562+3.1.3.66
PSIP1	11168	
ZNF662	389114	
LIPK	643414	
JMJD4	65094	
OR5AC1		
OR5AC2	81050	
ACKR2	1238	
RAB2B	84932	
FAM78B	149297	
TMEM116	89894	
OR5H1	26341	
OR5H14	403273	
SNAP47	116841	
C8orf48	157773	
CABCOCO1	219621	
CIART	148523	
GIMAP5	55340	
NPPA	4878	
PTGDR	5729	
TBXT	6862	
GIMAP1-GIMAP5	100527949	
PTGER2	5732	
GIMAP1	170575	
PRSS38	339501	
ZNF805	390980	
FAM227A	646851	
SNAPC3	6619	
C1orf167	284498	
ABCA13	154664	
WNT9A	7483	
CD163	9332	
ZNF460	10794	
MICALL2	79778	
WNT3A	89780	
CADM4	199731	
HMGB2	3148	
IL4	3565	
POGK	57645	
MYBPHL	343263	
BTC	685	
CD163L1	283316	
TBL1Y	90665	
PRR18	285800	
HTR6	3362	
ARF1	375	
PNLIPRP3	119548	00561+3.1.1.3
TADA1	117143	
ZNF543	125919	
REEP6	92840	
DUSP11	8446	
CDK5RAP2	55755	
S100A10	6281	
CTSH	1512	
ZNF407	55628	
ZNF304	57343	
SIMC1	375484	
PCSK4	54760	
S100A11	6282	
SSH1	54434	04658+3.1.3.16
SSH1	54434	04660+3.1.3.16
SSH1	54434	
TCHHL1	126637	
PARM1	25849	
SFT2D1	113402	
TCHH	7062	
ZNF99	7652	
AKR1A1	10327	
ZNF723	646864	
MTHFR	4524	00720+1.5.1.20
MTHFR	4524	00670+1.5.1.20
ILDR2	387597	
KCNAB1	7881	
ZNF728	388523	
TERB2	145645	
NKRF	55922	
MTHFR	4524	
MRPS21	54460	
HRNR	388697	
C1orf35	79169	
SEC16A	9919	
CRNN	49860	
RPTN	126638	
CHRNA4	1137	
FLG	2312	
FLG2	388698	
MAGED4B	81557	
AC003002.3		
ZNF547	284306	
ELN	2006	
AC003002.2		
VN1R1	57191	
FMNL1	752	
HTT	3064	
ZNF548	147694	
ERP29	10961	
DAO	1610	
UBE2A	7319	
CLCN6	1185	
KIF3A	11127	
LCE5A	254910	
C4orf54	285556	
MMP13	4322	
ZNF749	388567	
CRCT1	54544	
LCE3E	353145	
TRAPPC2B	10597	
FES	2242	
LCE3D	84648	
ZNF772	400720	
LCE3C	353144	
LCE3B	353143	
AFF1	4299	
LCE3A	353142	
TXNDC16	57544	
MAEL	84944	
DAPP1	27071	
LIPN	643418	
LCE2D	353141	
DLC1	10395	
MAP3K14	9020	
CCT3	7203	
LCE2C	353140	
DEFB103A	414325	
DEFB103A	55894	
AC004076.1		
LCE2B	26239	
NXPE1	120400	
ZNF17	7565	
LCE2A	353139	
SPATA32	124783	
CTDSPL	10217	
AC003002.1		
TMCO4	255104	
GPHN	10243	00790+2.10.1.1
DNAJC16	23341	
TNNT1	7138	
GPHN	10243	
C4orf36	132989	
DUSP27	92235	04658+3.1.3.16
DUSP27	92235	04660+3.1.3.16
MPC1	51660	
PLAUR	5329	
AC093827.5		
C8orf59	401466	
PRPF3	9129	
STAC2	342667	
TAGLN3	29114	
GPA33	10223	
FGF16	8823	
TSACC	128229	
NAA25	80018	
MGA	23269	
AGMAT	79814	00330+3.5.3.11
CCDC196	440184	
PSMG1	8624	
ZNF76	7629	
ARID5B	84159	
AIMP2	7965	
ARID1A	8289	
SVOP	55530	
E2F5	1875	
SYT5	6861	
RHBG	57127	
ASB4	51666	
ADAM10	102	
LCE4A	199834	
SORT1	6272	
EVPLL	645027	
C1orf68	100129271	
EIF2AK1	27102	
NXPE4	54827	
COL17A1	1308	
KPRP	448834	
LCE1F	353137	
LCE1E	353135	
MED10	84246	
PPAT	5471	00230+2.4.2.14
PPAT	5471	00250+2.4.2.14
ANKRD61	100310846	
LCE1D	353134	
PPAT	5471	
RNF186	54546	
LCE1C	353133	
PDK4	5166	
LCE1B	353132	
MRPL55	128308	
BHLHE22	27319	
LCE1A	353131	
DNAH1	25981	
ZNF730	100129543	
LCE6A	448835	
UGT3A1	133688	
AL162596.1		
UBE2QL1	134111	
OR5H15	403274	
C1orf61	10485	
RPRD2	23248	
POLE4	56655	
PSMA5	5686	
FBXO43	286151	
SMCP	4184	
DPF1	8193	
CACNA1A	773	
NXPE2	120406	
IVL	3713	
DEFB4A	100289462	
DEFB4A	1673	
SPRR5		
OR5K4	403278	
OR5H6	79295	
SPRR4	163778	
OR5K3	403277	
SPRR1A	6698	
AC144573.1		
OR5H8		
OR5H2	79310	
SPRR3	6707	
LIPM	340654	
GOT1L1	137362	00360+2.6.1.1
GOT1L1	137362	00960+2.6.1.1
GOT1L1	137362	00400+2.6.1.1
GOT1L1	137362	00270+2.6.1.1
GOT1L1	137362	00330+2.6.1.1
GOT1L1	137362	00220+2.6.1.1
GOT1L1	137362	00250+2.6.1.1
GOT1L1	137362	00350+2.6.1.1
GOT1L1	137362	00710+2.6.1.1
GOT1L1	137362	00950+2.6.1.1
GOT1L1	137362	00401+2.6.1.1
SPRR1B	6699	
ADRB3	155	
ANKRD22	118932	
GRAMD2A	196996	
SPRR2D	6703	
KIAA1191	57179	
ZNF705B	100132396	
ZNF419	79744	
SPRR2A	6700	
TMEM176B	28959	
USP30	84749	
BCORL1	63035	
CHAF1A	10036	
SYN1	6853	
SLC8A1	6546	
MANEAL	149175	
CEP57L1	285753	
ALKBH2	121642	
REP15	387849	
CFP	5199	
SAP30	8819	
CYP7B1	9420	
ZNF773	374928	
CYLD	1540	
TMEM176A	55365	
AC003005.1		
GPR137C	283554	
TRAFD1	10906	
PNLIP	5406	00561+3.1.1.3
SYPL2	284612	
UBXN6	80700	
POU2F1	5451	
ARAF	369	
YRDC	79693	
C1orf122	127687	
CD6	923	
OTUD3	23252	
SPRR2B	6701	
CBY1	25776	
SPRR2F	6705	
PLA2G2E	30814	00592+3.1.1.4
PLA2G2E	30814	00564+3.1.1.4
PLA2G2E	30814	00591+3.1.1.4
PLA2G2E	30814	00590+3.1.1.4
PLA2G2E	30814	00565+3.1.1.4
SPRR2E	6704	
SCRG1	11341	
ATP7B	540	
SPRR2G	6706	
TIMP1	7076	
CSNK1G3	1456	05165+2.7.11.1
CSNK1G3	1456	04150+2.7.11.1
CSNK1G3	1456	04926+2.7.11.1
CSNK1G3	1456	04714+2.7.11.1
CSNK1G3	1456	04151+2.7.11.1
MEF2D	4209	
LELP1	149018	
EIF4EBP1	1978	
LYRM2	57226	
PRR14	78994	
SP5	389058	
PRR9	574414	
UNG	7374	
C5orf67	101928448	
LOR	4014	
ZNF705E	100131539	
LAMTOR3	8649	
MED1	5469	
RTKN2	219790	
PGLYRP3	114771	
CLN6	54982	
NOTCH1	4851	
HDAC10	83933	
POLR2K	5440	00230+2.7.7.6
POLR2K	5440	00240+2.7.7.6
PGLYRP4	57115	
BMS1	9790	
FAM86C1	55199	
S100A9	6280	
S100A12	6283	
BCDIN3D	144233	
MRPS35	60488	
ERICH2	285141	
NCKAP5L	57701	
S100A8	6279	
PPP1R12C	54776	
LTBR	4055	
FES	2242	04660+2.7.10.2
IRGC	56269	
SORD	6652	
RAMACL		
MAP3K1	4214	
IQGAP3	128239	
TNNI3	7137	
FBXL20	84961	
CD247	919	
ZADH2	284273	
TMPRSS7	344805	
AC010327.1		
PIAS1	8554	
FAM24A	118670	
CREG1	8804	
AC107871.1		
COL6A5	256076	
TACR1	6869	
RCC1L	81554	
ANKRD6	22881	
CALML4	91860	
NOD2	64127	
RNF19A	25897	
RNF20	56254	
ZDHHC14	79683	
SCNN1A	6337	
PITPNM2	57605	
HECTD4	283450	
AC067752.1	22891	
IKZF5	64376	
RCSD1	92241	
CPA6	57094	
ZNF365	22891	
C2orf78	388960	
CYP2C9	1559	
TOMM22	56993	
PSTK	118672	00970+2.7.1.164
PSTK	118672	00450+2.7.1.164
TTC24	164118	
TSHZ1	10194	
NBR1	4077	
SPAG1	6674	
S100A7A	338324	
CYP2A13	1553	00982+1.14.14.1
CYP2A13	1553	00380+1.14.14.1
